id_cliente,tipo_cliente,localidad,id_plan,fecha_alta,fecha_baja,motivo_baja,canal_alta,email,telefono
C5083,Residencial,Valeria del Mar,P01,2024-02-09,2025-03-27,Fin de temporada,Sucursal,cliente4082@hotmail.com,2254417602
C5084,Residencial,Pinamar,P04,2022-02-27,,,Vendedor,cliente4083@gmail.com,02254-424216
C5085,Residencial,General Madariaga,P03,2020-08-04,,,Telefónico,cliente4084@gmail.com,
C5086,Residencial,Ostende,P01,2023-09-09,,,Telefónico,cliente4085@hotmail.com,2254404227
C5087,Comercial,Pinamar,P06,2023-04-12,,,Sucursal,,2254477570
C5088,Residencial,Valeria del Mar,P03,2023-11-21,,,Web,cliente4087@hotmail.com,+54 2254 492036
C5089,Residencial,Valeria del Mar,P02,2022-12-10,,,Sucursal,cliente4088@gmail.com,
C5090,Residencial,Ostende,P03,2022-10-19,2025-02-13,Competencia,Sucursal,cliente4089@hotmail.com,02254-421435
C5091,Residencial,Valeria del Mar,P03,2022-05-12,,,Sucursal,,02254-409679
C5092,Residencial,Cariló,P01,2020-12-10,,,Sucursal,cliente4091@yahoo.com.ar,+54 2254 462998
C5093,Residencial,General Madariaga,P01,2021-02-12,2025-03-05,Competencia,Telefónico,cliente4092@gmail.com,2254449807
C5094,Residencial,Pinamar,P01,2023-04-01,,,Web,cliente4093@telpin.com.ar,02254-401076
C5095,Comercial,Ostende,P05,2023-06-11,,,Telefónico,cliente4094@yahoo.com.ar,2254465235
C5096,Residencial,Ostende,P03,2023-03-28,,,Vendedor,cliente4095@gmail.com,+54 2254 434246
C5097,Residencial,Ostende,P01,2021-04-13,,,Sucursal,cliente4096@telpin.com.ar,2254432852
C5098,Residencial,Pinamar,P03,2023-03-17,2026-05-08,Disconformidad con el servicio,Telefónico,cliente4097@hotmail.com,02254-470025
C5099,Residencial,GENERAL MADARIAGA,P03,2022-07-27,,,Sucursal,,
C5100,Residencial,Mar de Ostende,P02,2023-08-24,2025-12-13,Fin de temporada,Referido,cliente4099@gmail.com,2254495499
C5101,Residencial,Ostende,P02,2020-06-16,,,Telefónico,,2254455777
C5102,RESIDENCIAL,Mar de Ostende,P01,2023-04-03,,,Vendedor,cliente4101@yahoo.com.ar,02254-405899
C5103,Residencial,Pinamar,P02,2023-11-26,2024-12-23,Se muda,Referido,cliente4102@gmail.com,02254-409319
C5104,Residencial,Cariló,P02,2019-09-12,,,Web,cliente4103@telpin.com.ar,2254441399
C5105,Residencial,Pinamar,P03,2020-03-14,,,Web,cliente4104@gmail.com,2254477029
C5106,comercial,Ostende,P06,2023-01-26,,,Sucursal,cliente4105@telpin.com.ar,
C5107,Residencial,Pinamar,P04,2020-01-17,,,Sucursal,cliente4106@gmail.com,+54 2254 487731
C5108,Residencial,Mar de Ostende,P01,2023-07-31,2025-05-17,Sin motivo declarado,Vendedor,cliente4107@gmail.com,+54 2254 464047
C5109,Comercial,  Ostende ,P06,2024-05-20,,,Web,cliente4108@gmail.com,+54 2254 442084
C5110,residencial,General Madariaga,P01,2022-07-23,,,Sucursal,cliente4109@telpin.com.ar,02254-464664
C5111,Residencial,Cariló,P02,2023-04-21,,,Sucursal,cliente4110@hotmail.com,02254-472747
C5112,Residencial,Pinamar,P03,2023-08-23,,,Sucursal,cliente4111@hotmail.com,+54 2254 494354
C5113,Residencial,Mar de Ostende,P02,2016-02-28,,,Web,cliente4112@hotmail.com,02254-441413
C5114,Residencial,Pinamar,P03,2024-01-15,,,Vendedor,cliente4113@yahoo.com.ar,+54 2254 463477
C5115,Residencial,Valeria del Mar,P02,2018-12-22,,,Vendedor,cliente4114@gmail.com,02254-403045
C5116,Residencial,Pinamar,P02,2023-04-09,,,Web,cliente4115@telpin.com.ar,+54 2254 405270
C5117,Residencial,Ostende,P01,2023-12-14,,,Vendedor,cliente4116@hotmail.com,02254-445238
C5118,Residencial,Cariló,P03,2022-06-24,,,Sucursal,cliente4117@hotmail.com,2254470480
C5119,Residencial,Pinamar,P03,2023-07-15,,,Sucursal,cliente4118@gmail.com,2254493200
C5120,Residencial,Pinamar,P02,2023-01-13,,,Referido,,+54 2254 469972
C5121,RESIDENCIAL,Ostende,P01,2021-04-09,2026-04-27,Se muda,Referido,cliente4120@hotmail.com,+54 2254 438502
C5122,Residencial,Pinamar,P02,2019-05-05,,,Referido,cliente4121@hotmail.com,02254-401206
C5123,Residencial,Valeria del Mar,P04,2023-09-25,,,Web,cliente4122@telpin.com.ar,+54 2254 493282
C5124,Residencial,Pinamar,P04,2022-04-09,,,Vendedor,cliente4123@yahoo.com.ar,2254413847
C5125,residencial,Pinamar,P03,2020-10-21,2025-07-22,Competencia,Web,cliente4124@hotmail.com,+54 2254 494863
C5126,comercial,Pinamar,P06,2020-07-02,,,Telefónico,,+54 2254 491348
C5127,Residencial,CARILÓ,P04,2023-12-29,,,Telefónico,cliente4126@gmail.com,2254495420
C5128,Residencial,Ostende,P01,2017-04-26,,,Sucursal,cliente4127@gmail.com,02254-444989
C5129,Residencial,Cariló,P02,2013-04-24,,,Sucursal,cliente4128@gmail.com,+54 2254 419864
C5130,Residencial,Mar de Ostende,P04,2021-08-21,,,Web,,02254-408322
C5131,RESIDENCIAL,Pinamar,P01,2023-11-05,2024-12-18,Falta de pago,Referido,cliente4130@yahoo.com.ar,2254449525
C5132,Residencial,Pinamar,P02,2020-04-27,,,Web,cliente4131@telpin.com.ar,02254-418187
C5133,Residencial,Cariló,P01,2020-12-30,,,Referido,cliente4132@yahoo.com.ar,02254-480703
C5134,Residencial,Ostende,P04,2023-07-16,,,Referido,cliente4133@hotmail.com,02254-412696
C5135,Residencial,Pinamar,P02,2022-06-15,2025-12-23,Sin motivo declarado,Telefónico,cliente4134@hotmail.com,
C5136,Residencial,Mar de Ostende,P01,2023-05-19,2026-04-05,Fin de temporada,Referido,cliente4135@hotmail.com,02254-419951
C5137,Residencial,Pinamar,P01,2021-09-05,2025-12-14,Disconformidad con el servicio,Telefónico,cliente4136@gmail.com,
C5138,Residencial,Mar de Ostende,P03,2024-05-09,2026-04-24,Falta de pago,Referido,cliente4137@hotmail.com,+54 2254 453399
C5139,residencial,General Madariaga,P03,2020-12-26,,,Sucursal,cliente4138@gmail.com,
C5140,Residencial,Pinamar,P01,2023-08-31,2025-10-12,Sin motivo declarado,Web,cliente4139@hotmail.com,2254433414
C5141,Residencial,Cariló,P02,2016-05-15,,,Web,,2254476851
C5142,Residencial,Valeria del Mar,P01,2019-12-09,,,Web,cliente4141@telpin.com.ar,2254499723
C5143,Residencial,Valeria del Mar,P03,2023-08-24,2026-02-15,Fin de temporada,Sucursal,cliente4142@gmail.com,
C5144,Residencial,Valeria del Mar,P03,2019-09-16,,,Sucursal,cliente4143@hotmail.com,
C5145,Residencial,Pinamar,P02,2016-08-05,,,Vendedor,cliente4144@telpin.com.ar,2254437574
C5146,Residencial,Pinamar,P01,2020-02-20,,,Vendedor,cliente4145@telpin.com.ar,+54 2254 481016
C5147,Residencial,Valeria del Mar,P05,2022-12-11,,,Web,cliente4146@telpin.com.ar,2254440450
C5148,Residencial,Pinamar,P02,2021-10-15,2025-06-09,Competencia,Sucursal,cliente4147@gmail.com,
C5149,Residencial,Pinamar,P03,2023-06-14,,,Sucursal,cliente4148@gmail.com,02254-445223
C5150,Residencial,Ostende,P01,2023-06-21,2025-09-16,Se muda,Telefónico,cliente4149@gmail.com,+54 2254 434101
C5151,COMERCIAL,General Madariaga,P06,2018-12-27,,,Telefónico,cliente4150@gmail.com,2254469701
C5152,Residencial,Valeria del Mar,P01,2020-05-10,,,Telefónico,cliente4151@gmail.com,+54 2254 414551
C5153,residencial,Mar de Ostende,P03,2023-04-13,2026-02-13,Disconformidad con el servicio,Web,cliente4152@gmail.com,02254-487953
C5154,Residencial,Valeria del Mar,P02,2022-04-03,,,Sucursal,,+54 2254 485707
C5155,Residencial,PINAMAR,P05,2020-10-03,,,Telefónico,,02254-433405
C5156,Residencial,Cariló,P03,2021-02-08,,,Telefónico,cliente4155@telpin.com.ar,2254494697
C5157,Residencial,Mar de Ostende,P02,2021-10-08,,,Vendedor,cliente4156@gmail.com,+54 2254 462453
C5158,Residencial,Ostende,P01,2020-03-21,2024-08-07,Competencia,Web,cliente4157@gmail.com,2254425044
C5159,Residencial,General Madariaga,P01,2022-02-20,,,Telefónico,cliente4158@telpin.com.ar,02254-418516
C5160,Residencial,pinamar,P03,2022-01-18,,,Sucursal,cliente4159@gmail.com,
C5161,Comercial,General Madariaga,P06,2024-01-08,,,Vendedor,cliente4160@gmail.com,+54 2254 473915
C5162,Residencial,Mar de Ostende,P01,2023-08-10,,,Web,cliente4161@telpin.com.ar,2254467450
C5163,Residencial,Pinamar,P03,2023-02-19,,,Sucursal,cliente4162@hotmail.com,
C5164,RESIDENCIAL,Valeria del Mar,P02,2023-07-06,2025-04-21,Fin de temporada,Sucursal,cliente4163@gmail.com,02254-404994
C5165,Residencial,Pinamar,P01,2023-06-25,2024-08-24,Precio,Sucursal,cliente4164@hotmail.com,+54 2254 411640
C5166,Residencial,Pinamar,P01,2020-03-25,,,Vendedor,cliente4165@gmail.com,+54 2254 406755
C5167,Residencial,General Madariaga,P01,2023-09-29,2025-12-04,Precio,Web,cliente4166@gmail.com,+54 2254 451242
C5168,Residencial,Mar de Ostende,P02,2020-06-17,,,Sucursal,cliente4167@hotmail.com,2254490482
C5169,Residencial,Pinamar,P02,2020-03-25,,,Sucursal,cliente4168@yahoo.com.ar,+54 2254 425662
C5170,Residencial,General Madariaga,P02,2022-09-11,,,Sucursal,cliente4169@hotmail.com,02254-458802
C5171,Residencial,Ostende,P03,2022-08-22,,,Web,cliente4170@gmail.com,+54 2254 464011
C5172,Residencial,Pinamar,P04,2017-02-02,2026-01-10,Competencia,Vendedor,cliente4171@gmail.com,2254450576
C5173,RESIDENCIAL,Mar de Ostende,P03,2020-04-05,,,Referido,cliente4172@hotmail.com,02254-495773
C5174,Residencial,Pinamar,P03,2023-01-14,,,Telefónico,cliente4173@hotmail.com,02254-426095
C5175,Comercial,Pinamar,P06,2022-08-13,,,Telefónico,,+54 2254 403783
C5176,Residencial,Pinamar,P04,2021-01-04,,,Web,cliente4175@gmail.com,+54 2254 401085
C5177,Residencial,Valeria del Mar,P02,2019-07-23,,,Web,cliente4176@yahoo.com.ar,
C5178,Residencial,Ostende,P01,2022-10-16,,,Sucursal,cliente4177@hotmail.com,02254-495794
C5179,Residencial,Pinamar,P05,2023-05-24,,,Web,cliente4178@hotmail.com,02254-477053
C5180,Residencial,Valeria del Mar,P01,2023-02-25,2025-03-23,Fin de temporada,Sucursal,,
C5181,Residencial,Pinamar,P05,2022-02-20,,,Referido,cliente4180@hotmail.com,2254414772
C5182,Residencial,Pinamar,P01,2020-04-25,,,Vendedor,cliente4181@hotmail.com,2254493291
C5183,Residencial,cariló,P05,2021-07-09,,,Sucursal,cliente4182@telpin.com.ar,02254-403958
C5184,Residencial,Ostende,P01,2022-12-20,,,Sucursal,cliente4183@gmail.com,+54 2254 407083
C5185,Residencial,Cariló,P03,2022-12-12,2026-03-06,Falta de pago,Sucursal,,02254-436784
C5186,Residencial,Pinamar,P03,2023-01-21,,,Web,cliente4185@telpin.com.ar,02254-480031
C5187,Residencial,Pinamar,P03,2023-10-12,,,Sucursal,,2254474316
C5188,Residencial,Pinamar,P03,2023-02-02,,,Vendedor,cliente4187@hotmail.com,02254-467016
C5189,Residencial,Valeria del Mar,P05,2021-01-23,,,Telefónico,cliente4188@gmail.com,
C5190,Residencial,Valeria del Mar,P01,2019-05-13,2025-09-07,Precio,Sucursal,cliente4189@gmail.com,2254453778
C5191,Residencial,Ostende,P02,2022-08-07,2026-02-04,Falta de pago,Vendedor,cliente4190@gmail.com,
C5192,Residencial,Pinamar,P05,2022-03-05,,,Sucursal,cliente4191@yahoo.com.ar,
C5193,residencial,Ostende,P04,2020-08-22,,,Telefónico,cliente4192@hotmail.com,02254-455415
C5194,Residencial,Cariló,P03,2023-11-10,,,Web,cliente4193@gmail.com,+54 2254 474753
C5195,Comercial,Pinamar,P05,2023-07-26,,,Vendedor,cliente4194@gmail.com,02254-486276
C5196,Residencial,Valeria del Mar,P02,2021-08-26,,,Telefónico,cliente4195@yahoo.com.ar,+54 2254 409041
C5197,Residencial,Ostende,P02,2022-08-12,2025-02-23,Competencia,Telefónico,cliente4196@gmail.com,+54 2254 453726
C5198,Residencial,Pinamar,P05,2023-01-15,,,Web,,2254490039
C5199,RESIDENCIAL,Pinamar,P05,2020-05-24,,,Sucursal,cliente4198@hotmail.com,+54 2254 457047
C5200,Comercial,Pinamar,P06,2018-12-17,,,Sucursal,cliente4199@telpin.com.ar,+54 2254 438247
C5201,RESIDENCIAL,CARILÓ,P02,2024-08-22,,,Web,cliente4200@gmail.com,2254483967
C5202,residencial,Mar de Ostende,P03,2024-08-05,,,Web,cliente4201@gmail.com,+54 2254 467151
C5203,Comercial,Pinamar,P06,2024-08-27,2025-09-14,Competencia,Referido,cliente4202@hotmail.com,02254-493502
C5204,Comercial,Pinamar,P06,2024-08-11,,,Telefónico,cliente4203@hotmail.com,2254474635
C5205,residencial,Valeria del Mar,P03,2024-08-24,,,Vendedor,cliente4204@gmail.com,02254-438117
C5206,Residencial,Cariló,P01,2024-08-20,,,Web,cliente4205@hotmail.com,02254-489554
C5207,Residencial,Pinamar,P04,2024-08-25,,,Sucursal,cliente4206@hotmail.com,2254409477
C5208,Residencial,PINAMAR,P04,2024-08-06,,,Vendedor,cliente4207@gmail.com,2254449542
C5209,Residencial,Cariló,P02,2024-08-27,,,Sucursal,,02254-430046
C5210,Residencial,Pinamar,P03,2024-08-14,2025-02-11,Competencia,Telefónico,cliente4209@telpin.com.ar,2254488332
C5211,Residencial,Cariló,P01,2024-08-12,,,Sucursal,cliente4210@gmail.com,+54 2254 499670
C5212,Residencial,Pinamar,P02,2024-08-26,2025-09-19,Sin motivo declarado,Web,cliente4211@telpin.com.ar,2254445736
C5213,Residencial,Pinamar,P03,2024-08-16,,,Vendedor,,+54 2254 409130
C5214,Comercial,Cariló,P06,2024-08-17,,,Sucursal,cliente4213@gmail.com,2254483217
C5215,Residencial,Valeria del Mar,P03,2024-08-08,,,Referido,,
C5216,Residencial,Pinamar,P02,2024-08-21,,,Vendedor,cliente4215@gmail.com,02254-426768
C5217,Residencial,Pinamar,P01,2024-08-09,,,Sucursal,,+54 2254 466124
C5218,Residencial,Cariló,P01,2024-08-24,,,Sucursal,cliente4217@gmail.com,+54 2254 486384
C5219,RESIDENCIAL,Pinamar,P02,2024-08-15,,,Telefónico,cliente4218@gmail.com,2254400419
C5220,Residencial,General Madariaga,P02,2024-08-22,,,Referido,cliente4219@hotmail.com,
C5221,Residencial,Cariló,P03,2024-08-14,,,Telefónico,cliente4220@gmail.com,+54 2254 457742
C5222,Residencial,Pinamar,P03,2024-08-08,,,Telefónico,cliente4221@gmail.com,
C5223,Residencial,Pinamar,P01,2024-08-26,2024-08-16,Precio,Sucursal,cliente4222@gmail.com,02254-497478
C5224,residencial,Cariló,P03,2024-08-24,,,Telefónico,,+54 2254 406735
C5225,Residencial,Cariló,P01,2024-08-16,2025-03-09,Disconformidad con el servicio,Web,cliente4224@gmail.com,+54 2254 416148
C5226,Residencial,Pinamar,P04,2024-08-13,,,Referido,cliente4225@hotmail.com,
C5227,Residencial,Pinamar,P01,2024-08-22,2025-02-14,Se muda,Sucursal,cliente4226@gmail.com,+54 2254 412069
C5228,Residencial,Pinamar,P04,2024-08-22,,,Web,cliente4227@gmail.com,2254477924
C5229,Residencial,VALERIA DEL MAR,P02,2024-08-12,,,Vendedor,cliente4228@gmail.com,02254-482505
C5230,Residencial,Valeria del Mar,P02,2024-08-25,2025-07-25,Fin de temporada,Web,cliente4229@gmail.com,02254-411315
C5231,Residencial,Pinamar,P03,2024-08-21,,,Sucursal,cliente4230@gmail.com,02254-482006
C5232,Residencial,  Cariló ,P01,2024-08-05,,,Sucursal,cliente4231@hotmail.com,
C5233,residencial,Cariló,P02,2024-08-16,,,Sucursal,cliente4232@hotmail.com,2254443357
C5234,Residencial,Ostende,P03,2024-08-27,,,Vendedor,,2254480987
C5235,residencial,Pinamar,P04,2024-08-23,2024-08-24,Competencia,Sucursal,cliente4234@yahoo.com.ar,02254-451198
C5236,Residencial,Pinamar,P01,2024-08-11,2026-06-28,Se muda,Referido,,2254405710
C5237,Residencial,Ostende,P02,2024-08-08,,,Referido,cliente4236@gmail.com,+54 2254 425214
C5238,Residencial,General Madariaga,P02,2024-08-04,,,Sucursal,cliente4237@gmail.com,02254-410659
C5239,Residencial,Pinamar,P01,2024-08-21,,,Sucursal,cliente4238@gmail.com,2254414698
C5240,Residencial,Pinamar,P01,2024-08-17,,,Vendedor,cliente4239@telpin.com.ar,2254428640
C5241,Residencial,Pinamar,P02,2024-08-27,2025-03-01,Sin motivo declarado,Sucursal,cliente4240@telpin.com.ar,
C5242,Comercial,Pinamar,P06,2024-08-21,,,Sucursal,cliente4241@gmail.com,+54 2254 468486
C5243,Residencial,General Madariaga,P02,2024-08-12,,,Vendedor,cliente4242@gmail.com,
C5244,Residencial,Mar de Ostende,P01,2024-09-02,2025-07-20,Sin motivo declarado,Web,cliente4243@yahoo.com.ar,02254-446249
C5245,Residencial,pinamar,P03,2024-09-21,,,Web,cliente4244@telpin.com.ar,2254473739
C5246,Residencial,Valeria del Mar,P02,2024-09-07,2026-01-16,Se muda,Telefónico,cliente4245@gmail.com,+54 2254 413128
C5247,COMERCIAL,Mar de Ostende,P05,2024-09-27,,,Sucursal,cliente4246@hotmail.com,2254480461
C5248,Comercial,Ostende,P06,2024-09-18,,,Web,cliente4247@telpin.com.ar,02254-477376
C5249,Residencial,Ostende,P02,2024-09-25,2024-12-08,Sin motivo declarado,Telefónico,cliente4248@telpin.com.ar,+54 2254 425262
C5250,Residencial,Pinamar,P02,2024-09-17,,,Sucursal,,
C5251,Residencial,Pinamar,P02,2024-09-27,,,Sucursal,,02254-460868
C5252,Residencial,Pinamar,P02,2024-09-04,,,Sucursal,,+54 2254 447389
C5253,Comercial,Pinamar,P06,2024-09-16,,,Referido,cliente4252@gmail.com,02254-415430
C5254,Residencial,Valeria del Mar,P03,2024-09-22,,,Telefónico,cliente4253@telpin.com.ar,02254-421062
C5255,Residencial,Pinamar,P02,2024-09-26,,,Telefónico,cliente4254@gmail.com,+54 2254 444546
C5256,Residencial,Pinamar,P04,2024-09-21,2024-11-18,Se muda,Sucursal,cliente4255@gmail.com,+54 2254 457997
C5257,Residencial,pinamar,P01,2024-09-19,2026-06-14,Sin motivo declarado,Web,cliente4256@gmail.com,+54 2254 422551
C5258,Residencial,General Madariaga,P05,2024-09-25,,,Telefónico,cliente4257@gmail.com,02254-413158
C5259,residencial,Pinamar,P01,2024-09-19,,,Web,cliente4258@yahoo.com.ar,2254486335
C5260,Residencial,Pinamar,P05,2024-09-08,,,Web,cliente4259@telpin.com.ar,+54 2254 455489
C5261,Residencial,Ostende,P02,2024-09-02,2024-10-23,Disconformidad con el servicio,Vendedor,cliente4260@hotmail.com,+54 2254 485489
C5262,Residencial,Cariló,P05,2024-09-17,2024-10-12,Competencia,Web,cliente4261@telpin.com.ar,02254-417366
C5263,residencial,General Madariaga,P01,2024-09-06,,,Telefónico,cliente4262@telpin.com.ar,+54 2254 457688
C5264,Residencial,Pinamar,P01,2024-09-12,,,Vendedor,cliente4263@gmail.com,02254-470766
C5265,residencial,Ostende,P05,2024-09-14,,,Referido,cliente4264@gmail.com,2254479037
C5266,Residencial,Pinamar,P03,2024-09-19,,,Web,cliente4265@gmail.com,
C5267,Residencial,Pinamar,P03,2024-09-23,,,Telefónico,cliente4266@telpin.com.ar,02254-434921
C5268,Residencial,Cariló,P02,2024-09-20,,,Referido,cliente4267@yahoo.com.ar,+54 2254 454759
C5269,Residencial,Pinamar,P03,2024-09-20,,,Referido,cliente4268@telpin.com.ar,02254-442780
C5270,Residencial,Pinamar,P02,2024-09-07,,,Web,cliente4269@telpin.com.ar,+54 2254 402973
C5271,Comercial,Pinamar,P06,2024-09-10,,,Web,cliente4270@telpin.com.ar,2254473172
C5272,Residencial,Valeria del Mar,P02,2024-09-16,,,Telefónico,,2254464898
C5273,Residencial,Ostende,P01,2024-09-25,,,Vendedor,cliente4272@hotmail.com,02254-476789
C5274,residencial,Cariló,P04,2024-09-14,,,Web,cliente4273@telpin.com.ar,02254-424364
C5275,Comercial,General Madariaga,P06,2024-09-14,,,Web,cliente4274@gmail.com,
C5276,Residencial,Ostende,P04,2024-09-04,2025-03-29,Precio,Web,,+54 2254 488385
C5277,Residencial,General Madariaga,P04,2024-09-08,2025-03-13,Falta de pago,Vendedor,cliente4276@telpin.com.ar,02254-455478
C5278,Residencial,pinamar,P03,2024-09-23,2025-07-30,Se muda,Sucursal,cliente4277@hotmail.com,+54 2254 447752
C5279,Comercial,Pinamar,P06,2024-09-11,,,Referido,cliente4278@telpin.com.ar,+54 2254 411599
C5280,Residencial,Cariló,P03,2024-09-23,,,Web,cliente4279@gmail.com,02254-425015
C5281,Residencial,Ostende,P01,2024-09-23,,,Vendedor,cliente4280@telpin.com.ar,+54 2254 427606
C5282,Residencial,Ostende,P03,2024-09-16,2026-02-02,Se muda,Sucursal,cliente4281@gmail.com,02254-452053
C5283,Residencial,Valeria del Mar,P01,2024-09-13,2025-03-26,Fin de temporada,Vendedor,cliente4282@gmail.com,2254401575
C5284,Residencial,Cariló,P03,2024-09-05,2025-04-10,Fin de temporada,Web,cliente4283@gmail.com,
C5285,Residencial,General Madariaga,P02,2024-09-13,,,Referido,cliente4284@gmail.com,2254455895
C5286,Residencial,Mar de Ostende,P04,2024-09-06,,,Referido,,02254-431935
C5287,Residencial,  Valeria del Mar ,P02,2024-10-04,,,Sucursal,cliente4286@hotmail.com,+54 2254 437439
C5288,Residencial,Pinamar,P05,2024-10-04,,,Sucursal,cliente4287@telpin.com.ar,2254439566
C5289,Residencial,Mar de Ostende,P03,2024-10-19,2026-04-26,Falta de pago,Sucursal,cliente4288@gmail.com,02254-460230
C5290,Residencial,Valeria del Mar,P01,2024-10-18,2025-03-01,Fin de temporada,Sucursal,cliente4289@gmail.com,02254-489328
C5291,Residencial,Valeria del Mar,P03,2024-10-13,,,Sucursal,cliente4290@gmail.com,+54 2254 425863
C5292,Residencial,Ostende,P01,2024-10-17,,,Sucursal,cliente4291@gmail.com,+54 2254 490254
C5293,residencial,Valeria del Mar,P01,2024-10-07,2025-05-24,Falta de pago,Telefónico,,2254461842
C5294,Residencial,Pinamar,P05,2024-10-17,,,Referido,cliente4293@gmail.com,02254-472810
C5295,Residencial,General Madariaga,P03,2024-10-20,,,Referido,cliente4294@hotmail.com,+54 2254 426747
C5296,Comercial,PINAMAR,P05,2024-10-10,,,Vendedor,,2254465288
C5297,Residencial,Mar de Ostende,P02,2024-10-07,,,Web,,2254485476
C5298,Residencial,Ostende,P02,2024-10-04,,,Web,cliente4297@gmail.com,2254436879
C5299,residencial,Pinamar,P04,2024-10-02,,,Vendedor,cliente4298@gmail.com,2254423996
C5300,Residencial,Pinamar,P02,2024-10-15,,,Web,cliente4299@gmail.com,02254-499760
C5301,Residencial,Ostende,P02,2024-10-05,,,Vendedor,cliente4300@hotmail.com,+54 2254 466951
C5302,residencial,pinamar,P01,2024-10-10,,,Referido,cliente4301@telpin.com.ar,+54 2254 413383
C5303,Residencial,Pinamar,P03,2024-10-06,,,Web,cliente4302@gmail.com,02254-403600
C5304,residencial,Pinamar,P01,2024-10-01,,,Web,cliente4303@hotmail.com,+54 2254 489449
C5305,Residencial,Ostende,P04,2024-10-09,2025-01-26,Sin motivo declarado,Sucursal,cliente4304@yahoo.com.ar,
C5306,Residencial,Mar de Ostende,P01,2024-10-16,2025-09-16,Fin de temporada,Telefónico,cliente4305@gmail.com,02254-402924
C5307,Residencial,VALERIA DEL MAR,P03,2024-10-05,,,Vendedor,,2254439124
C5308,Residencial,Mar de Ostende,P04,2024-10-11,,,Sucursal,cliente4307@gmail.com,02254-464972
C5309,residencial,Cariló,P03,2024-10-21,,,Vendedor,cliente4308@gmail.com,2254433672
C5310,Residencial,Pinamar,P01,2024-10-14,2025-04-30,Competencia,Sucursal,cliente4309@gmail.com,02254-453761
C5311,RESIDENCIAL,Cariló,P02,2024-10-23,,,Web,cliente4310@telpin.com.ar,+54 2254 446145
C5312,Residencial,Ostende,P01,2024-10-06,,,Sucursal,cliente4311@yahoo.com.ar,2254420912
C5313,Residencial,Pinamar,P01,2024-10-24,,,Telefónico,cliente4312@hotmail.com,
C5314,Residencial,Pinamar,P02,2024-10-27,,,Sucursal,cliente4313@gmail.com,02254-485641
C5315,residencial,Pinamar,P03,2024-10-19,2025-12-02,Se muda,Referido,cliente4314@gmail.com,+54 2254 454552
C5316,Residencial,Mar de Ostende,P03,2024-10-12,,,Sucursal,cliente4315@gmail.com,02254-414770
C5317,Residencial,Valeria del Mar,P02,2024-10-17,2025-05-19,Fin de temporada,Sucursal,cliente4316@telpin.com.ar,02254-464022
C5318,Residencial,General Madariaga,P02,2024-10-03,,,Vendedor,cliente4317@gmail.com,2254443366
C5319,residencial,Ostende,P04,2024-10-07,2025-04-12,Precio,Vendedor,cliente4318@gmail.com,02254-479264
C5320,Residencial,Cariló,P02,2024-10-26,2025-02-08,Competencia,Sucursal,cliente4319@gmail.com,02254-464638
C5321,Residencial,Pinamar,P03,2024-10-04,,,Web,cliente4320@gmail.com,2254491809
C5322,Residencial,Mar de Ostende,P01,2024-10-21,,,Web,cliente4321@gmail.com,02254-450979
C5323,Residencial,CARILÓ,P01,2024-10-22,,,Telefónico,cliente4322@telpin.com.ar,+54 2254 425745
C5324,Comercial,Pinamar,P06,2024-10-04,,,Telefónico,cliente4323@gmail.com,
C5325,Residencial,Valeria del Mar,P03,2024-10-17,,,Web,cliente4324@hotmail.com,02254-498090
C5326,Residencial,General Madariaga,P05,2024-10-04,2025-03-24,Falta de pago,Telefónico,cliente4325@gmail.com,+54 2254 499028
C5327,Comercial,Pinamar,P06,2024-10-18,,,Sucursal,cliente4326@hotmail.com,+54 2254 470424
C5328,Residencial,Pinamar,P01,2024-10-11,,,Telefónico,cliente4327@gmail.com,02254-428252
C5329,Comercial,General Madariaga,P05,2024-11-23,,,Web,cliente4328@yahoo.com.ar,02254-417039
C5330,Residencial,Mar de Ostende,P03,2024-11-11,2025-03-29,Se muda,Sucursal,,+54 2254 444399
C5331,COMERCIAL,CARILÓ,P05,2024-11-05,,,Vendedor,,02254-400102
C5332,Residencial,Valeria del Mar,P03,2024-11-26,2025-01-04,Precio,Telefónico,cliente4331@hotmail.com,02254-403792
C5333,Residencial,Pinamar,P02,2024-11-16,,,Web,cliente4332@gmail.com,+54 2254 492797
C5334,Residencial,Pinamar,P03,2024-11-08,,,Telefónico,cliente4333@gmail.com,+54 2254 438007
C5335,Residencial,Pinamar,P03,2024-11-09,,,Sucursal,cliente4334@gmail.com,+54 2254 497291
C5336,Residencial,Pinamar,P02,2024-11-20,2025-11-29,Se muda,Telefónico,cliente4335@gmail.com,02254-401430
C5337,Comercial,General Madariaga,P05,2024-11-07,,,Sucursal,cliente4336@gmail.com,2254492314
C5338,Residencial,Cariló,P02,2024-11-15,,,Telefónico,cliente4337@gmail.com,02254-480974
C5339,Residencial,Pinamar,P05,2024-11-07,,,Vendedor,cliente4338@hotmail.com,+54 2254 467533
C5340,Residencial,Pinamar,P01,2024-11-05,,,Telefónico,cliente4339@gmail.com,2254414141
C5341,Residencial,Pinamar,P02,2024-11-20,,,Web,,2254444760
C5342,Residencial,Valeria del Mar,P04,2024-11-13,,,Telefónico,cliente4341@gmail.com,2254447802
C5343,Residencial,Pinamar,P01,2024-11-27,,,Vendedor,cliente4342@hotmail.com,02254-470307
